"Qualification","Experience","Rating","Place","Profile","Fees"
"MBBS",24,95,"New BEL Road, Bangalore","General Medicine",230
"BHMS",10,95,"Borivali West, Mumbai","Homeopath",100
"MBBS",15,99,"Kundalahalli, Bangalore","General Medicine",500
"BHMS",12,95,"Saidapet, Chennai","Homeopath",150
"MBBS, MD - General Medicine, MD - Internal Medicine",19,99,"Secunderabad, Hyderabad","General Medicine",400
"Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology, MBBS",13,98,"Secunderabad, Hyderabad","ENT Specialist",500
"BDS",21,90,"Juhu, Mumbai","Dentist",400
"BHMS, DNHE",5,100,"Uttam Nagar, Delhi","Homeopath",300
"BHMS, MD - Homeopathy, Fellowship in Orthopaedic Rehabilitation (FOR)",15,91,"Pandav Nagar, Delhi","Homeopath",400
"MBBS, DLO, MS - ENT",13,95,"Pallavaram, Chennai","ENT Specialist",200
"BDS, Fellow of Academy of General Education (FAGE), MIDA, MDS - Periodontics, Certificate Course in Dental Lasers, Certificate Course in Implantology",12,95,"Marathahalli, Bangalore","Dentist",200
"BHMS",11,95,"Porur, Chennai","Homeopath",150
"MD - Dermatology , Venereology & Leprosy",12,95,"Andheri West, Mumbai","Dermatologists",100
"BDS",6,95,"Ganapathy, Coimbatore","Dentist",200
"BDS",10,98,"Mehdipatnam, Hyderabad","Dentist",100
"BDS",34,91,"Ramamurthy Nagar, Bangalore","Dentist",400
"MBBS, MD - Internal Medicine, DM - Endocrinology",15,82,"Yelahanka, Bangalore","General Medicine",380
"BDS",20,92,"Moti Bagh, Delhi","Dentist",200
"MBBS, DVD, MD - Dermatology",16,95,"Thousand Lights, Chennai","Dermatologists",100
"BHMS",16,95,"Rajajinagar, Bangalore","Homeopath",500
"BHMS, PGCR",27,95,"Malakpet, Hyderabad","Homeopath",500
"MBBS, MS - Otorhinolaryngology",18,95,"Kukatpally, Hyderabad","ENT Specialist",400
"MBBS, MS - ENT",24,95,"Edapally, Ernakulam","ENT Specialist",250
"DNB, MBBS",26,95,"Malviya Nagar, Delhi","General Medicine",100
"MBBS",44,94,"Greater Kailash Part 2, Delhi","General Medicine",100
"BHMS",13,100,"Mukherjee Nagar, Delhi","Homeopath",50
"MDS - Pedodontics, BDS",7,95,"Bannerghatta Road, Bangalore","Dentist",600
"MBBS",36,95,"Byculla, Mumbai","General Medicine",100
"MBBS, DNB - Dermatology & Venereology, DDV, DVD",22,95,"Dadar East, Mumbai","Dermatologists",100
"MBBS, DDV, FRGUHS",17,89,"JP Nagar 7 Phase, Bangalore","Dermatologists",400
"MBBS",43,95,"Peeragarhi, Delhi","Dermatologists",400
"MBBS, MD - Dermatology",11,95,"Velachery, Chennai","Dermatologists",300
"MBBS, MD - General Medicine, Diploma in Diabetes/Endocrinology (Middlesex University)",38,80,"Safdarjung Enclave, Delhi","General Medicine",700
"BDS, MDS",30,95,"Sreekaryam, Thiruvananthapuram","Dentist",150
"MD - Dermatology , Venereology & Leprosy, MBBS",11,95,"Perungudi, Chennai","Dermatologists",300
"MS - ENT, MBBS",12,95,"Amberpet, Hyderabad","ENT Specialist",300
"MBBS, DDV",9,95,"Bandra West, Mumbai","Dermatologists",500
"MBBS, MD - General Medicine",26,73,"Pallikaranai, Chennai","General Medicine",350
"BDS",16,95,"JP Nagar 6 Phase, Bangalore","Dentist",200
"MS - ENT, MBBS",2,95,"Aminjikarai, Chennai","ENT Specialist",500
"MDS - Periodontics, BDS",4,100,"Indiranagar, Bangalore","Dentist",500
"BHMS",3,95,"Mayur Vihar Ph-I, Delhi","Homeopath",200
"MBBS, MD - Paediatrics",16,95,"Saket, Delhi","General Medicine",600
"BDS",8,100,"Bandra West, Mumbai","Dentist",100
"BAMS",20,95,"Andheri East, Mumbai","Ayurveda",50
"MBBS, MS - ENT",53,93,"Peddar Road, Mumbai","ENT Specialist",100
"MBBS",26,95,"Thiruvanmiyur, Chennai","General Medicine",100
"BAMS, MS - Ayurveda",25,97,"Mehdipatnam, Hyderabad","Ayurveda",300
"BHMS",30,100,"Mehdipatnam, Hyderabad","Homeopath",100
"BDS, MDS - Conservative Dentistry & Endodontics",8,95,"Lokhandwala, Mumbai","Dentist",100
"MBBS",38,95,"Sholinganallur, Chennai","General Medicine",100
"MBBS, DDV, MD - Dermatology",23,100,"Mahim, Mumbai","Dermatologists",100
"MBBS, DGO",19,95,"Jayanagar 5 Block, Bangalore","General Medicine",600
"MBBS, MD - Dermatology , Venereology & Leprosy, PG Diploma In Clinical Cosmetology (PGDCC)",10,98,"Alwarpet, Chennai","Dermatologists",100
"BDS",0,95,"Vadavalli, Coimbatore","Dentist",100
"MBBS, MD - Skin & VD",27,90,"Dwarka, Delhi","Dermatologists",500
"MBBS, MS - ENT",8,95,"Bellandur, Bangalore","ENT Specialist",450
"BHMS",9,95,"Langford Road, Bangalore","Homeopath",200
"MBBS, Diploma in Child Health (DCH)",31,95,"Mayur Vihar Ph-III, Delhi","General Medicine",300
"MBBS, DGO",19,100,"Vileparle West, Mumbai","General Medicine",700
"BDS, MDS - Periodontology and Oral Implantology",13,97,"Ramnagar, Coimbatore","Dentist",200
"MBBS, MD - Dermatology , Venereology & Leprosy",42,95,"Sarita Vihar, Delhi","Dermatologists",100
"MBBS, MS - ENT",44,73,"Dwarka, Delhi","ENT Specialist",400
"BAMS",6,95,"Electronics City, Bangalore","Ayurveda",150
"MBBS",0,95,"Mira Road, Mumbai","Dermatologists",100
"BDS",23,97,"Kakkanad, Ernakulam","Dentist",200
"MBBS, MD - (Dermatology & STD), DNB - Dermatology & Venereology",11,95,"Charni Road, Mumbai","Dermatologists",100
"MBBS",7,95,"Viveknagar, Bangalore","General Medicine",300
"MBBS, DNB - Dermatology & Venereology",9,95,"Cumballa Hill, Mumbai","Dermatologists",100
"MBBS, MS - ENT, DNB - ENT, FCPS - General Surgery, DORL (ENT)",22,91,"Colaba, Mumbai","ENT Specialist",100
"MBBS, DNB",25,95,"Vileparle West, Mumbai","General Medicine",100
"MBBS, MD - Dermatology , Venereology & Leprosy",14,99,"Safdarjung Enclave, Delhi","Dermatologists",100
"MBBS",40,95,"Panchsheel Park, Delhi","General Medicine",600
"MBBS, Diploma in Clinical Pathology",32,95,"Kolathur, Chennai","General Medicine",200
"BHMS, MD - Homeopathy",17,99,"Krishna Nagar, Delhi","Homeopath",500
"BAMS, PG Diploma in Preventive and Promotive Health Care (PGD PPHC)",19,95,"Dwarka, Delhi","Ayurveda",500
"MBBS, DNB - General Medicine",8,95,"Qutab Institutional Area, Delhi","General Medicine",700
"MBBS, MD - General Medicine",32,95,"Vadapalani, Chennai","General Medicine",700
"BHMS, MS - Psychology",10,99,"Pitampura, Delhi","Homeopath",300
"BDS, MDS - Prosthodontics, MSc - Master of Oral Implantology (MOI)",24,96,"Purasawakkam, Chennai","Dentist",100
"BAMS",36,95,"Laxmi Nagar, Delhi","Ayurveda",500
"MBBS, Fellowship in Aesthetic Medicine, Fellowship in Medical Cosmetology (FMC), DDVL, FRGUHS",8,100,"Dommasandra, Bangalore","Dermatologists",250
"BDS, Certified Advance Course In Endodontics",6,100,"Dwarka, Delhi","Dentist",100
"BDS, MDS - Prosthodontics",18,94,"Indiranagar, Bangalore","Dentist",100
"BDS, MDS - Conservative Dentistry & Endodontics",14,100,"Nanganallur, Chennai","Dentist",200
"MBBS, DVD",32,95,"Chunabhatti, Mumbai","Dermatologists",500
"MD - Homeopathy, BHMS",34,95,"HSR Layout, Bangalore","Homeopath",500
"MBBS, MS - ENT",17,95,"Mulund West, Mumbai","ENT Specialist",700
"BHMS",15,95,"Malabar Hill, Mumbai","Homeopath",500
"MBBS, Diploma in Otorhinolaryngology (DLO)",23,95,"Kolathur, Chennai","ENT Specialist",100
"BAMS",35,95,"Ghatkopar East, Mumbai","Ayurveda",150
"BAMS, Certificate in Child Health (CCH), Post Graduate Diploma in Clinical Research (PGDCR)",17,95,"Bhandup West, Mumbai","Ayurveda",200
"BAMS, MD - Alternate Medicine, MS - Ayurveda",21,85,"Koramangala 8 Block, Bangalore","Ayurveda",500
"BHMS",9,95,"Vadapalani, Chennai","Homeopath",500
"BDS",15,95,"Vadavalli, Coimbatore","Dentist",100
"BAMS",0,95,"Mira Road, Mumbai","Ayurveda",50
"MBBS, MS - ENT",6,97,"Basavanagudi, Bangalore","ENT Specialist",600
"MBBS, MD - General Medicine",6,92,"HSR Layout, Bangalore","General Medicine",400
"BHMS",13,98,"Jayanagar 9 Block, Bangalore","Homeopath",100
"BHMS",6,95,"Hoodi, Bangalore","Homeopath",100
"BAMS",38,95,"New Friends Colony, Delhi","Ayurveda",500
"BAMS",6,95,"Rohini Sector 22, Delhi","Ayurveda",200
"MBBS, DDVL",16,91,"Secunderabad, Hyderabad","Dermatologists",500
"BAMS",8,95,"Laxmi Nagar, Delhi","Ayurveda",100
"BHMS",22,92,"Koramangala, Bangalore","Homeopath",500
"BDS, PGDHHM",27,95,"Lothkunta, Hyderabad","Dentist",200
"BDS, Diploma in Health Administration",14,100,"Nariman Point, Mumbai","Dentist",500
"BHMS",9,91,"Banaswadi, Bangalore","Homeopath",100
"BDS, MDS",9,100,"Thoraipakkam, Chennai","Dentist",200
"MBBS, Fellowship in Diabetology",18,95,"Indiranagar, Bangalore","General Medicine",600
"MBBS, Diploma in Child Health (DCH)",42,95,"HAL 2nd Stage, Bangalore","General Medicine",250
"MBBS, MS - Otorhinolaryngology",4,95,"BTM Layout 2nd Stage, Bangalore","ENT Specialist",400
"BHMS",15,95,"Jayanagar 7 Block, Bangalore","Homeopath",100
"MBBS, MD - General Medicine",12,95,"Nagarbhavi, Bangalore","General Medicine",200
"MBBS, DDVL",9,98,"Colaba, Mumbai","Dermatologists",100
"BDS",6,95,"TV Medical College, Thiruvananthapuram","Dentist",5
"MBBS, MD - Pediatrics, DNB - Pediatrics",17,95,"Borivali West, Mumbai","General Medicine",800
"BAMS",12,95,"Kurla West, Mumbai","Ayurveda",50
"BHMS",16,95,"Ghatkopar West, Mumbai","Homeopath",500
"MD - Dermatology , Venereology & Leprosy, MBBS",8,97,"Andheri West, Mumbai","Dermatologists",100
"MDS - Oral & Maxillofacial Surgery, BDS",26,99,"Kadavanthra, Ernakulam","Dentist",500
"MBBS",4,95,"Cuffe Parade, Mumbai","General Medicine",600
"MBBS, MD - Dermatology",34,79,"Krishna Nagar, Delhi","Dermatologists",500
"BDS, MDS - Prosthodontist And Crown Bridge",3,95,"Jubilee Hills, Hyderabad","Dentist",250
"MBBS, MD - Dermatology",28,95,"Saroor Nagar, Hyderabad","Dermatologists",250
"BDS, MBA - Hospital Management, MDS - Oral Medicine and Radiology",13,97,"Marathahalli, Bangalore","Dentist",100
"BDS, MDS - Endodontics",16,95,"Mylapore, Chennai","Dentist",500
"BAMS, MD - Ayurveda Medicine",13,98,"Kurla East, Mumbai","Ayurveda",100
"MBBS, MD - Dermatology",14,99,"Kakkanad, Ernakulam","Dermatologists",300
"BHMS",20,95,"Kandivali West, Mumbai","Homeopath",50
"MBBS, MD - Medicine",11,94,"Mira Road, Mumbai","General Medicine",250
"MD - Dermatology , Venereology & Leprosy, MBBS",7,98,"Mulund West, Mumbai","Dermatologists",500
"MBBS, MCh - Neuro Surgery",19,99,"Arumbakkam, Chennai","General Medicine",600
"BAMS",3,95,"Vadasserikonam, Thiruvananthapuram","Ayurveda",100
"MBBS, MD - General Medicine",12,95,"Vanagaram, Chennai","General Medicine",600
"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Cosmetic Surgery",15,94,"Marathahalli, Bangalore","Dentist",800
"BDS",11,98,"East Marredpally, Hyderabad","Dentist",200
"BDS",15,95,"Kelambakkam, Chennai","Dentist",100
"MBBS, MS - ENT",16,93,"KPHB, Hyderabad","ENT Specialist",400
"MBBS, DM - Cardiology",44,95,"Anna Nagar, Chennai","General Medicine",250
"BDS, MDS - Pedodontics",3,95,"KK Nagar, Chennai","Dentist",100
"MBBS, MD - Dermatology",26,92,"Green Park, Delhi","Dermatologists",500
"BDS, Certificate in Dental Implants",15,98,"HSR Layout, Bangalore","Dentist",300
"MBBS, DNB - Ophthalmology, Fellowship in Vitreo-Retina",19,95,"Chamarajpet, Bangalore","General Medicine",500
"MBBS, MS - ENT",23,95,"Tambaram East, Chennai","ENT Specialist",200
"MS - Orthopaedics, MBBS",8,95,"Vadapalani, Chennai","General Medicine",300
"BDS",13,100,"Andheri East, Mumbai","Dentist",100
"MBBS, DDVL, DVD",12,97,"Chinchpokli, Mumbai","Dermatologists",600
"BAMS",24,95,"Habsiguda, Hyderabad","Ayurveda",200
"MBBS, MD - General Medicine",42,95,"Vileparle West, Mumbai","General Medicine",100
"MS - ENT, MBBS",9,97,"Mugalivakkam, Chennai","ENT Specialist",300
"MBBS, MD - General Medicine, DDV",49,95,"Greams Road, Chennai","Dermatologists",100
"MDS, BDS",4,95,"Vileparle East, Mumbai","Dentist",100
"BAMS",22,95,"Colaba, Mumbai","Ayurveda",100
"BAMS, Certified Course in Yoga",2,95,"Banaswadi, Bangalore","Ayurveda",200
"BAMS",15,93,"T Nagar, Chennai","Ayurveda",250
"DNB - Otorhinolaryngology, MNAMS (Membership of the National Academy), MBBS",12,95,"Delhi Cantt, Delhi","ENT Specialist",600
"Diploma in Otorhinolaryngology (DLO), MBBS",8,95,"Kothapet, Hyderabad","ENT Specialist",500
"MBBS, MD - Dermatology",4,94,"Anand Vihar, Delhi","Dermatologists",600
"BDS, MDS - Prosthodontics",3,95,"Mogappair West, Chennai","Dentist",200
"BDS",5,97,"Arumbakkam, Chennai","Dentist",150
"BHMS",2,95,"KR Puram, Bangalore","Homeopath",100
"MBBS, DDVL, Diploma in Dermatology",14,98,"Kandivali West, Mumbai","Dermatologists",700
"MBBS, MS - Otorhinolaryngology, DLO",12,95,"OMR Road, Chennai","ENT Specialist",500
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",20,99,"Padmanabhanagar, Bangalore","ENT Specialist",300
"MD - Homeopathy, Post Graduate Diploma in Medicological Systems (PGDMS), DHMS (Diploma in Homeopathic Medicine and Surgery)",39,95,"Sheikh Sarai, Delhi","Homeopath",500
"MBBS, Fellow of the Royal Australasian College of Surgeons, FRACS (General Surgery)",51,95,"Washermenpet, Chennai","General Medicine",400
"BAMS, MS - Ayurveda, PhD- Ayurveda, Fellowship in Ayurvedic Medicine",20,95,"Vijayanagar, Bangalore","Ayurveda",200
"MBBS, MD - Dermatology",11,97,"RK Puram, Delhi","Dermatologists",100
"MD - Homeopathy, BHMS",11,100,"Andheri West, Mumbai","Homeopath",100
"MBBS, MS - ENT",11,84,"Vileparle West, Mumbai","ENT Specialist",100
"MBBS",22,95,"Adyar, Chennai","General Medicine",600
"MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",18,96,"Ghatkopar East, Mumbai","ENT Specialist",800
"BHMS, MD - Homeopathy",17,95,"Arumbakkam, Chennai","Homeopath",500
"BAMS, MS - Ayurveda",9,95,"JP Nagar 7 Phase, Bangalore","Ayurveda",250
"MD - Dermatology",11,90,"Vasant Vihar, Delhi","Dermatologists",100
"BHMS",9,95,"Vidyaranyapura, Bangalore","Homeopath",250
"BAMS",10,100,"Konanakunte, Bangalore","Ayurveda",150
"MBBS, Diploma in Child Health (DCH)",17,92,"Ganapathy, Coimbatore","General Medicine",100
"BDS",17,100,"Chembur East, Mumbai","Dentist",500
"BHMS",15,99,"Sarjapur Road, Bangalore","Homeopath",250
"MD - Ayurveda Medicine, BAMS",21,95,"Kundalahalli, Bangalore","Ayurveda",350
"MBBS, MD - Internal Medicine, DM - Oncology",8,95,"Banjara Hills, Hyderabad","General Medicine",300
"BDS, MDS-Oral Pathology and Oral Microbiology",9,90,"Powai, Mumbai","Dentist",500
"MBBS, DDVL",11,95,"Greater Kailash Part 1, Delhi","Dermatologists",100
"MD - Dermatology",15,95,"Khar West, Mumbai","Dermatologists",100
"MBBS, MD - Medicine",26,95,"Ashok Vihar Phase 1, Delhi","General Medicine",600
"MBBS, DDVL",14,88,"Kilkattalai, Chennai","Dermatologists",200
"BHMS",16,95,"Munirka, Delhi","Homeopath",400
"MD - Homeopathy",41,95,"Shastri Nagar, Delhi","Homeopath",100
"G.A.M.S",5,95,"Sagarpur, Delhi","Ayurveda",400
"MDS - Oral Medicine and Radiology",9,95,"Perumbakkam, Chennai","Dentist",100
"MBBS, MS - ENT",46,95,"Shalimar Bagh, Delhi","ENT Specialist",100
"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), MD - Medicine",34,95,"Preet Vihar, Delhi","General Medicine",800
"BDS, MDS - Prosthodontics",10,95,"Adyar, Chennai","Dentist",500
"MBBS, MD - Medicine",32,95,"Kalkaji, Delhi","General Medicine",500
"MD - Homeopathy, DHMS",42,95,"Mayur Vihar Ph-II, Delhi","Homeopath",100
"BDS, MDS",12,95,"Siddhapudur, Coimbatore","Dentist",150
"BDS, MDS - Periodontics, PG Diploma In Clinical Cosmetology (PGDCC), Post-Graduate Certificate in Oral Implantology (PGCOI)",22,98,"Thirumala, Thiruvananthapuram","Dentist",150
"BDS",21,97,"Dwarka, Delhi","Dentist",400
"MBBS, MD - General Medicine",22,95,"JP Nagar 3 Phase, Bangalore","General Medicine",400
"BAMS",4,95,"Porur, Chennai","Ayurveda",100
"BHMS",13,100,"Ramesh Nagar, Delhi","Homeopath",400
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Dermatology & Venerology",15,95,"Rajouri Garden, Delhi","Dermatologists",800
"BDS, MDS",15,99,"Saibaba Colony, Coimbatore","Dentist",100
"BDS, MDS - Endodontics",13,98,"Anna Nagar, Chennai","Dentist",300
"MBBS, Masters in Clinical Dermatology",9,95,"Patel Nagar West, Delhi","Dermatologists",500
"MBBS, MD - General Medicine, Fellowship in Endocrinology, Diabetes & Metabolism, Fellow of American College of Endocrinology(FACE)",22,88,"BTM Layout 1st Stage, Bangalore","General Medicine",500
"MBBS",56,95,"Santacruz West, Mumbai","General Medicine",200
"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Homeopathy",24,95,"Bhandup West, Mumbai","Homeopath",300
"MBBS, MD - Dermatology",18,98,"Vijayanagar, Bangalore","Dermatologists",500
"MBBS, MD - Internal Medicine",32,95,"Basaveshwaranagar, Bangalore","General Medicine",400
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",28,94,"West Marredpally, Hyderabad","ENT Specialist",400
"PG Diploma in Child Health, MBBS",40,95,"Vasant Kunj, Delhi","General Medicine",300
"BHMS",10,98,"Dilsukhnagar, Hyderabad","Homeopath",400
"POST GRADUATE IN HOMOEOPATHY, BHMS",18,95,"Sarjapura, Bangalore","Homeopath",350
"MBBS, MD - Dermatology",32,95,"AS Rao Nagar, Hyderabad","Dermatologists",400
"BDS, MDS - Oral & Maxillofacial Surgery",20,95,"Bannerghatta Road, Bangalore","Dentist",500
"BDS, Fellowship in Oral implantlogy",16,96,"Andheri East, Mumbai","Dentist",300
"MBBS",49,94,"Koramangala, Bangalore","General Medicine",450
"Fellowship in Oral implantlogy, Certified Advance Course In Endodontics, Certified in Orthodontics, Certification in Full Mouth Rehabilitation, Certified BPS Dentist, Certificate in Cosmetic Dentistry, Professional Implantology Training Course (PITC), Fellowship in Advanced Endoscopic Sinus Surgery, Degree in Dental Implant, Fellowship in Lasers & Cosmetology",22,97,"Ashok Nagar, Chennai","Dentist",300
"BAMS",10,100,"Malleswaram, Bangalore","Ayurveda",100
"BAMS",7,95,"JP Nagar 1 Phase, Bangalore","Ayurveda",300
"BDS, MDS",22,97,"Rajouri Garden, Delhi","Dentist",200
"BHMS",27,95,"Mehdipatnam, Hyderabad","Homeopath",300
"MBBS, DDVL",17,93,"JP Nagar 2 Phase, Bangalore","Dermatologists",350
"BHMS, MSc - Psychotherapy And Counselling, MD - Homeopathy",11,95,"Tambaram East, Chennai","Homeopath",200
"MBBS, MD - Dermatology, Fellowship In Dermatosurgery",10,95,"Basaveshwaranagar, Bangalore","Dermatologists",300
"MBBS",20,95,"Jeedimetla, Hyderabad","General Medicine",200
"B.Sc, MBBS",39,95,"Velandipalayam, Coimbatore","General Medicine",100
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",41,95,"Ulsoor, Bangalore","ENT Specialist",300
"MBBS, BAMS",46,95,"Lower Parel, Mumbai","General Medicine",100
"MBBS, MD - Internal Medicine, DM - Gastroenterology",17,89,"Old Airport Road, Bangalore","General Medicine",750
"BDS",14,100,"JB Nagar, Mumbai","Dentist",200
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",40,80,"HSR Layout, Bangalore","General Medicine",400
"MBBS",42,95,"Borivali East, Mumbai","General Medicine",70
"MBBS",27,95,"Ghatkopar West, Mumbai","General Medicine",500
"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",8,95,"Jubilee Hills, Hyderabad","Dentist",250
"BDS, MDS - Oral & Maxillofacial Surgery",26,98,"Santacruz West, Mumbai","Dentist",300
"MBBS, MD - General Medicine",15,95,"Shahdara, Delhi","General Medicine",300
"BHMS",12,95,"Velachery, Chennai","Homeopath",150
"MBBS, MD - Dermatology",11,95,"Chanda Nagar, Hyderabad","Dermatologists",300
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology, Diploma in Dermatology, Diploma in Aesthetic Medicine",14,91,"Saket, Delhi","Dermatologists",700
"BDS, MDS - Oral & Maxillofacial Surgery",46,90,"Arumbakkam, Chennai","Dentist",250
"BDS",3,95,"Guduvanchery, Chennai","Dentist",100
"MBBS, MD - General Medicine",10,95,"Pallikaranai, Chennai","General Medicine",350
"BDS, Advanced Endotontic Course On Root Canal",8,99,"Nagawara, Bangalore","Dentist",250
"MBBS",61,95,"Goregaon West, Mumbai","General Medicine",100
"MBBS, MD - General Medicine",48,95,"Paruthippara, Thiruvananthapuram","General Medicine",200
"MDS - Conservative Dentistry & Endodontics, BDS",12,99,"Matunga, Mumbai","Dentist",300
"MBBS, DVD",19,96,"Sanjay Nagar, Bangalore","Dermatologists",400
"BDS",2,95,"Guduvanchery, Chennai","Dentist",100
"BHMS",11,100,"Anna Nagar, Chennai","Homeopath",300
"BDS, MDS",15,100,"JP Nagar 5 Phase, Bangalore","Dentist",100
"MBBS, MD - Dermatology , Venereology & Leprosy",7,97,"Vasant Vihar, Delhi","Dermatologists",100
"MBBS, MD - Obstetrics & Gynaecology, Fellowship of College of General Practice (FCGP)",26,95,"Tambaram, Chennai","General Medicine",150
"MBBS, MS - ENT",34,95,"Mulund West, Mumbai","ENT Specialist",100
"BHMS, Master In Counselling Psychology",20,95,"Abids, Hyderabad","Homeopath",300
"MBBS, DNB - ENT, Diploma in Otorhinolaryngology (DLO)",15,86,"Vanasthalipuram, Hyderabad","ENT Specialist",250
"MBBS, DDV, FRGUHS",8,96,"Vidyaranyapura, Bangalore","Dermatologists",300
"BDS",12,100,"Pallikaranai, Chennai","Dentist",100
"MBBS, MD - Dermatology , Venereology & Leprosy",26,100,"Bhandup West, Mumbai","Dermatologists",800
"MBBS, Diploma in Dermatology & Venerology, MD - Dermatology , Venereology & Leprosy",37,95,"Vikhroli, Mumbai","Dermatologists",500
